Medicine Name,Abdomen,Abdomen and Stool,Alimentary Canal,Antidotes,Aur mur kali,Back,Back and Extremities,Back and extremities,Bones,Bowels,Calc mur,Cardio-Vascular,Caution,Chest,Circulatory Organs,Compare: Aqua calcar,"Compare: Black Gunpowder 3x (Abscesses, boils, carbuncles, limb purple. Wounds that refuse to heal; accident from bad food or water","Compare: Calcar hypophosphorosa (is to be preferred when it seems necessary to furnish the organism with liberal doses of phosphorus in consequence of continued abscesses having reduced the vitality. Give first and second decimal trits. Loss of appetite, rapid debility, night sweats; Acne pustulosa",Compare: Electricitas,"Compare: Iris florentina-Orris-root--(delirium, convulsions, and paralysis); Iris factissima (headache and hernia); Iris germanica-Blue Garden Iris--(dropsy and freckles); Iris tenax-I. minor--(dry mouth; deathly sensation at point of stomach, pain in ileo-caecal region; appendicitis. Pain from adhesions after). Pancreatinum-a combination of several enzymes--(Indicated in intestinal indigestion; pain an hour or more after eating. Lienteric diarrhoea. Dose",Compare: Pimpinello--(Bibernell),"Compare: Sanguisorba (Venous congestion and passive haemorrhages; varices of lower extremities; dysentery. Long lasting profuse menses with congestion to head and limbs in sensitive, irritable patients. Climacteric haemorrhages. Use 2x attenuation). Sanguisuga","Daffodil bulbs contain an alkaloid the action of which, according to authorities, varies as to whether the alkaloid is extracted from the flowering bulb or from the bulb after flowering. Thus in the former case the alkaloid produces dryness of the mouth, checks cutaneous secretions, dilates the pupil of the eye, quickens the pulse, and slows and weakens the heart contractions. On the other hand, the alkaloid from the bulbs after flowering produces copious salivation, increases cutaneous secretion, contracts the pupil of the eye, produces slight relaxation of the pulse, and slight faintness and nausea",Doses,Ear,Ears,Extremities,Eye,Eyes,Eyes and Ears,Face,Female,Fever,Gastric,Gastro-Intestinal,Gastro-enteric Symptoms,Gastro-intestinal,General Symptoms,Genito-urinary,Head,Head and Stomach,Heart,Hyosc hydrobrom,Kidney,Liver,Magnetis Poli Ambo,Magnetis Polus Arcticus,Magnetis Polus Australis,Male,Mental,Mind,Mind and Head,Modalities,Modality,Mouth,Neck,Neck and Back,Nerves,Nervous,Nervous System,Non-Homeopathic Preparations and Uses,Non-Homeopathic Uses,Non-homeopathic Uses,Nose,Nose and throat,"On inhaling this drug, it rapidly dilates all arterioles an capillaries, producing flushings of face, heat, and throbbing in the head",Opium (crude),Physiologic Dosage,Potassium Permanganate for Morphine Poisoning,Rectum,Rectum and Stool,Respiration,Respiratory,Respiratory Organs,Sexual,Skin,Sleep,Spleen,Stomach,Stomach and Abdomen,Stool,Stool and Anus,Stools,"The remedy for hperchlorhydria. In cases where albuminoid digestion is too rapid and starch digestion is perverted. The gastric symptoms with the most pronounced acidity are well authenticated, and are the guiding symptoms. The acidity of Robinia is accompanied by frontal headache. Intensely acrid eructations. Acrid and greenish vomiting, colic and flatulence, nightly burning pains in stomach and constipation with urgent desire",Throat,Tissues,Tongue,Urinary,Urinary Organs,Urine,Uses,Vitex trifolia
BAPTISIA TINCTORIA,"Right side markedly affected. Distended and rumbling. Soreness over region of gall-bladder, with diarrhoea. Stools very offensive, thin, dark, bloody. Soreness of abdomen, in region of liver. Dysentery of old people.",,,,,,"Neck tired. Stiffness and pain, aching and drawing in arms and legs. Pain in sacrum, around hips and legs. Sore and bruised. Decubitus.",,,,,,,,,,,,,,,,,,,,,,,,Besotted look. Dark red. Pain at root of nose. Muscles of jaw rigid.,"Threatened miscarriage from mental depression, shock, watching, low fevers. Menses too early, too profuse. Lochia acrid, fetid. Puerperal fever.","Chill, with rheumatic pains and soreness all over body. Heat all over, with occasional chills. Chill about 11 am.Adynamic fevers. Typhus fever. Shipboard fever.",,,,,,,"Confused, swimming feeling. Vertigo; pressure at root of nose. Skin of forehead feels tight; seems drawn to back of head. Feels too large, heavy, numb. Soreness of eyeballs. Brain feels sore. Stupor; falls asleep while spoken to. Early deafness in typhoid conditions. Eyelids heavy.",,,,,,,,,,,"Wild, wandering feeling. Inability to think. Mental confusion. Ideas confused. Illusion of divided personality. Thinks he is broken or double, and tosses about the bed trying to get pieces together (Cajeput). Delirium, wandering, muttering. Perfect indifference. Falls asleep while being spoken to. Melancholia, with stupor.",,Worse; Humid heat; fog; indoors.,,"Taste flat, bitter. Teeth and gums sore, ulcerated. Breath fetid. Tongue feels burned; yellowish-brown; edges red and shining. Dry and brown in center, with dry and glistening edges; surface cracked and sore. Can swallow liquids only; least solid food gags.",,,,,,,,,,,,,,,,,,"Lungs feel compressed, breathing difficult; seeks open window. Fears going to sleep on account of nightmare and sense of suffocation. Constriction of chest.",,,"Livid spots all over body and limbs. Burning and heat in skin (Arsenic). Putrid ulcers with stupor, low delirium and prostration.","Sleepless and restless. Nightmare and frightful dreams. Cannot get herself together, feels scattered about bed. Falls asleep while answering a question.",,"Can swallow only liquids, vomiting due to spasm of oesophagus. Gastric fever. No appetite. Constant desire for water. Sinking feeling at stomach. Pain in epigastric region. Feeling of hard substance (Abies nig). All symptoms worse from beer (Kali bich). Cardiac orifice contracted convulsively and ulcerative inflammation of stomach and bowels.",,,,,,"Dark redness of tonsils and soft palate. Constriction, contraction of oesophagus (Cajeput). Great difficulty in swallowing solid food. Painless sore throat, and offensive discharge. Contraction at cardiac orifice.",,,,,,,
BAROSMA CRENULATUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALSAMUM PERUVIANUM,,,,,,,,,,,,,,"Bronchitis, and phthisis, with muco-purulent, thick, creamy expectoration. Loud rales in chest (Kali sulph; Ant tar). Very loose cough. Hectic fever and night-sweats, with irritating, short cough and scanty expectoration.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Profuse, thick discharge. Eczema, with ulceration. Chronic, fetid, nasal catarrh.",,,,,,,,,,,,,,,Vomiting of food and mucus. Catarrh of stomach.,,,,,,,,,,,Scanty; much mucus sediment. Catarrh of bladder (Chimaph).,,
BACILLINUM BURNETT,"Abdominal pains, enlarged lands in groins, tabes mesenterica. Sudden diarrhoea before breakfast. Obstinate constipation, with offensive flatus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Irritable, depressed. Severe, deep-in headache, also as of a tight hoop. Ringworm. Eczema of eyelids.",,,,,,,,,,,,,"Worse, night and early morning; cold air.",,,,,,,,,,,,,,,,,,,,"Oppression. Catarrhal dyspnoea. Humid asthma. Bubbling rales and muco-purulent expectoration. Note. This muco-purulent expectoration of bronchitic patients is equally poly-bacillary; it is a mixture of diverse species and hence Bacillinum is truly indicated (Cartier). Often relieves congestion of the lungs, thus paving way for other remedies in Tuberculosis.",,,Ringworm; pityriasis. Eczema of eyelids. Glands of neck enlarged and tender.,,,,,,,,,,,,,,,,
BADIAGA,,,,,,"Stitches in nape, scapulae. Pain in small of back, hips and lower limbs. Very stiff neck. Muscles and skin sore, as if beaten.",,,,,,,,,,,,,,,,,,,,,,,"Twitching of left upper lid; eyeballs tender; aching in eyeballs. Intermittent sore pain in eyeball, coming on at 3 pm.",,,"Metrorrhagia; worse at night, with feeling of enlargement of head (Arg). Cancer of breast (Asterias; Con; Carbo an; Plumb iod).",,,,,,,,"Sensation of enlargement and fullness. Pain in forehead and temple, extending to eyeballs, worse in afternoon. Blueness under eyes. Dandruff; scalp sore, dry, tetter-like. Dull, dizzy feeling in head. Coryza, sneezing, watery discharge, with asthmatic breathing and suffocative cough. Influenza. Slight sounds are greatly accentuated.",,"Indescribable bad feeling about the heart with soreness and pain, flying stitches all over.",,,,,,,,,,,"Worse by cold. Better, by heat.",,,,,,,,,,,,,,,,,,,,"Cough; worse in afternoon, better in warm room. The mucus flies out of mouth and nostrils. Whooping-cough, with thick yellow expectoration; flies out. Hay-fever, with asthmatic breathing. Pleuritic stitches in chest, neck, and back.",,,Sore to touch. Freckles. Rhagades.,,,Mouth hot. Much thirst. Lancinating pain in pit of stomach extending to vertebra and scapula.,,,,,,,,,,,,,
AZADIRACHTA INDICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slight chill, afternoon fever, glowing heat in face, hands, and feet, copious sweat on upper part of body.",,,,,,,"Forgetful; giddy on rising; head aches, scalp sensitive; eyes burn, pain in right eyeball.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVENA SATIVA,,,,,,,,,,,,,,,,,,,,,,,,,,,"Numbness of limbs, as if paralyzed. Strength of hand diminished.",,,,,"Amenorrhoea and dysmenorrhoea, with weak circulation.",,,,,,,,"Nervous headache at menstrual period, with burning at top of head. Occipital headache, with phosphatic urine.",,,,,,,,,Spermatorrhoea; impotency; after too much indulgence.,,Inability to keep mind on any one subject.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AURUM MURIATICUM NATRONATUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indurated cervix. Palpitation of young girls. Coldness in abdomen. Chronic metritis and prolapsus. Uterus fills up whole pelvis. Ulceration of neck of womb and vagina. Leucorrhoea, with spasmodic contraction of vagina. Ovaries indurated. Ovarian dropsy. Sub-involution. Ossified uterus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burning; stitches, and induration. Old cases of rheumatism and gouty pains. Hepatic cirrhosis. Interstitial nephritis.",,,,,
AURUM METALLICUM,Right hypochondrium hot and painful. Incarcerated flatus. Swelling and suppuration of inguinal glands.,,,,Double chloride of Potassium and gold (In uterine induration and haemorrhage).,,,,"Destruction of bones, like secondary syphilis. Pain in bones of head, lumps under scalp, exostosis with nightly pains in bones. Caries of nasal, palatine and mastoid bones. Soreness of affected bones, better in open air, worse at night.",,,,,,,,,,,,,,,,,Caries of ossicula and of mastoid. Obstinate fetid otorrhoea after scarlatina. External meatus bathed in pus. Chronic nerve deafness; Labyrinthine disease due to syphilis.,"All the blood seems to rush from head to lower limbs. Dropsy of lower limbs. Orgasm, as if blood were boiling in all veins. Paralytic, tearing pains in joints. Knees weak.",,Extreme photophobia. Great soreness all about the eyes and into eyeballs. Double vision; upper half of objects invisible. Feel tense. Sees fiery objects. Violent pains in bones around eye (Asaf). Interstitial keratitis. Vascular cornea. Pains from without inward. Sticking pains inward. Trachoma with pannus.,,Tearing in zygoma. Mastoid and other facial bones inflamed.,Great sensitiveness of vagina. Uterus enlarged and prolapsed. Sterility; vaginismus.,,,,,,,,"Violent pain in head; worse at night, outward pressure. Roaring in head. Vertigo. Tearing through brain to forehead. Pain in bones extending to face. Congestion to head. Boils on scalp.",,"Sensation as if the heart stopped beating for two or three seconds, immediately followed by a tumultuous rebound, with sinking at the epigastrium. Palpitation. Pulse rapid, feeble, irregular. Hypertrophy. High Blood Pressure-Valvular lesions of arterio-sclerotic nature (Aurum 30)",,,,,,,Pain and swelling of testicles. Chronic induration of testicles. Violent erections. Atrophy of testicles in boys. Hydrocele.,,"Feeling of self-condemnation and utter worthlessness. Profound despondency, with increased blood pressure, with thorough disgust of life, and thoughts of suicide. Talks of committing suicide. Great fear of death. Peevish and vehement at least contradiction. Anthropophobia. Mental derangements. Constant rapid questioning without waiting for reply. Cannot do things fast enough. Oversensitiveness; (Staph) to noise, excitement, confusion.",,"Worse, in cold weather when getting cold. Many complaints come on only in winter; from sunset to sunrise.",,Foul breath in girls at puberty. Taste putrid or bitter. Ulceration of gums.,,,,,,,,,"Ulcerated, painful, swollen, obstructed. Inflammation of nose; caries; fetid discharge, purulent, bloody. Boring pains in nose; worse at night. Putrid smell from nose. Sensitive smell (Carbol ac). Horrible odor from nose and mouth. Knobby tip of nose.",,,,,,"Constipation, stools hard and knotty. Nocturnal diarrhoea, with burning in rectum.",,,"Dyspnoea at night. Frequent, deep breathing; stitches in sternum.",,,,Sleepless. Sobs aloud in sleep. Frightful dreams.,,"Appetite and thirst increased, with qualmishness. Swelling of epigastrium. Burning at stomach and hot eructations.",,,,,,Stitches when swallowing; pain in glands. Caries of the palate.,,,,,"Turbid, like buttermilk, with thick sediment. Painful retention.",,
ASTRAGALUS MOLLISSIMUS,,,,,,,,,,,,,,,,,,,,,,,,,,,Purring sensation in right foot outer side from heel to toe. Icy coldness of left calf.,,,,,,,,,,,,,Fullness in right temple and upper jaw. Pain over left eyebrow. Painful facial bones. Dizzy. Pressive pain in temples. Pain and pressure in maxillae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weakness and emptiness. Burning in oesophagus and stomach.,,,,,,,,,,,,,
ASCLEPIAS CORNUTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Feels as if a sharp instrument were thrust through from temple to temple. Constriction across forehead. Nervous headache, after suppressed perspiration, followed by increased urine, with increase of specific gravity. Headache from retention of effete matters in system.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASPARAGUS OFFICINALIS,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rheumatic pain in back, especially near shoulder and limbs. Pain at acromion process of left scapula under clavicle and down arm, with feeble pulse.",,,,,,,,,,,,,"Confused. Coryza, with profuse, thin fluid. Aching in forehead and root of nose. Migrainious morning headache with scotoma. Throat feels rough, with hawking copious tenacious mucus throat.",,"Palpitation, with oppression of chest. Pulse intermits, weak, pain about left shoulder and heart, associated with bladder disturbances. Great oppression in breathing. Hydrothorax.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frequent, with fine stitches in orifice of urethra; burning; of peculiar odor. Cystitis, with pus, mucus and tenesmus. Lithiasis.",,
ASTERIAS RUBENS,,,,,,,,,,,,,,"Breasts swollen, indurated. Neuralgia of left breast and arm (Brom). Pain under sternum and in muscles of praecordial region. Left breast feels as if pulled inward, and pain extends over inner arm to end of little finger. Numbness of hand and fingers of left side. Cancer mammae even in ulcerative stage. Acute, lancinating pain. Axillary glands swollen hard and knotted.",,,,,,,,,,,,,,,,,"Red. Pimples on side of nose, chin and mouth. Disposition to pimples at adolescence.","Colic and other sufferings cease with appearance of flow. Breasts swell and pain in breasts; worse left. Ulceration with sharp pains, piercing to scapulae. Pains down left arm to fingers, worse motion. Excitement of sexual instinct with nervous agitation.",,,,,,,,"Cannot bear contradiction. Shocks in brain; throbbing; heat in head, as if surrounded by hot air.",,,,,,,,,,,,,"Worse, coffee, night; cold damp weather, left side.",,,,,,,Gait unsteady; muscles refuse to obey the will. Epilepsy; preceded by twitching over whole body.,,,,,,,,,,,,,,,,"Destitute of pliability and elasticity. Itching spots. Ulcers, with fetid ichor. Acne. Psoriasis and herpes zoster worse left arm and chest. Enlarged axillary glands, worse, at night and in damp weather.",,,,,"Constipation. Ineffectual desire. Stool like olives. Diarrhoea, watery brown, gushing out in jet.",,,,,,,,,,,
ASARUM EUROPAEUM,,,,,,"Paralytic pain in muscles of nape of neck. Weakness, with staggering.",,,,,,,,,,,,,,,,,,,,Sensation as if plugged up. Catarrh with deafness. Heat of external ear. Noises.,,,"Feel stiff; burn; feel cold. Better, in cold air or water; worse, sunlight and wind. Darting pains in eyes after operations. Asthenopia.",,,"Menses too early, long lasting, black. Violent pain in small of back. Tenacious, yellow leucorrhoea.","Chilliness, single parts get icy cold. Easily excited perspiration.",,,,,,,"Compressive pain. Tension of scalp; hair painful (China). Coryza, with sneezing.",,,,,,,,,,,"Thoughts vanish, with drawing pressure in forehead. Sensibility increased, even from mere imagination.",,"Worse, in cold dry weather; penetrating sounds. Better, from washing; in damp and wet weather.",,,,,,,,,,,,,,,,,"Strings of odorless, yellow mucus pass from bowels. Diarrhoea of tough mucus. Undigested stools. Prolapse.",,,"Nervous, hacking cough. Short respiration.",,,,,,"Loss of appetite, flatulence, eructation, and vomiting. Desire for alcoholic drinks. Smoking tobacco tastes bitter. Nausea; worse after eating. Clean tongue. Great faintness. Accumulation of cold, watery saliva.",,,,,,,,,,,,,
ASTACUS FLUVIATILIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inward chilliness; very sensitive to air, worse uncovering; violent fever, with headache.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nettle-rash over whole body. Itching. Crusta lactea, with enlarged lymphatic glands. Erysipelas, and liver affections with nettle-rash. Swelling of cervical glands. Jaundice.",,,,,,,,,,,,,,,,
ASCLEPIAS TUBEROSA,,,,,,,,,,,,,,,,,,,,,,,,,,,Rheumatic joints give sensation as if adhesions being broken up on bending.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catarrhal dysentery, with rheumatic pains all over. Stools smell like rotten eggs.",,,"Respiration painful, especially at base of left lung. Dry cough; throat constricted; causes pain in head and abdomen. Pain in chest; shooting downward from left nipple. A general eliminative remedy, acting specially on the sudoriparous glands. Chest pains are relieved by bending forward. Spaces between ribs close to sternum tender. Lancinating pain between shoulders. Catarrh, with frontal headache, and sticky yellow discharge.",,,,,,"Fullness, pressure, weight. Flatulence after meals. Sensitive to tobacco.",,,,,,,,,,,,,
ASA FOETIDA,,,,,,,,,"Darting pain and caries in bones. Periosteum painful, swollen, enlarged. Ulcers affecting bones; thin, ichorous pus.",,,,,"Spasmodic tightness, as if lungs could not be fully expanded. Palpitation more like a tremor.",,,,,,,,,,,,"Offensive otorrhoea, with boring pains in mastoid bone. Mastoid disease with pain in temporal region with pushing out sensation. Offensive, purulent discharge.",,,"Orbital neuralgia; better, pressure and rest. Iritis and intraocular inflammations, with boring, throbbing pains at night. Stitches under left frontal eminences. Boring pains in and around eyes. Syphilitic iritis. Superficial corneal ulcer with digging pains; worse at night.",,,"Mammae turgid with milk in the unimpregnated. Deficient milk, with oversensitiveness.",,,,,,,,Irritable; complains of her troubles; sensitive. Boring above eyebrows. Pressive pain from within outward.,,,,,,,,,,,,,"Worse, at night; from tough; left side, during rest, warm applications. Better, open air; from motion, pressure.",,,,,,,,,,,"Syphilitic ozaena, with very offensive purulent discharge. Caries of nasal bones (Aurum).",,,,,,"Distended, griping, with hunger. Obstinate constipation. Pain in perineum, as if something dull pressed out. diarrhoea, extremely offensive, with meteorism, and regurgitation of food.",,,,,,"Itching, better scratching; ulcers painful on edges. Suppressed skin symptoms produce nervous disorders.",,,"Great difficulty in bringing up wind. Flatulence and regurgitation of liquid. Hysterical flatulence. Great distention. Sensation of emptiness and weakness, with distention and beating in stomach and abdomen. Forcible eructation of gas. Pulsation in pit of stomach. Violent gastralgia; cutting and burning in stomach and region of diaphragm. Gurgling and rolling of wind, which escapes afterwards with loud and difficult eructation.",,,,,,"Globus hystericus. Ball rises in throat. Sensation as if peristaltic motion were reversed, and oesophagus were driven from stomach to throat.",,,,,,,
ASIMINA TRILOBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARTEMISIA VULGARIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colored light produces dizziness. Pain and blurring of vision; better; rubbing; worse, using eyes.",,,Profuse menses. Violent uterine contractions. Spasms during menses.,"Profuse sweat, smelling like garlic.",,,,,,,Drawn back by spasmodic twitchings. Mouth drawn to left. Congestion of brain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARUNDO MAURITANICA,Movement as from something alive. Flatulence pain at pubic region.,,,,,,,,,,,,,,,,,,,,,,,,,Burning and itching in auditory canals. Eczema behind ears.,"Itching, burning; oedema of hands and feet. Burning and swelling of soles. Copious and offensive sweat of feet.",,,,,Menses too early and profuse. Neuralgic pains from face to shoulders and pubis. Desire with vaginal pruritus.,,,,,,,,"Itching; falling off of hair; roots of hair painful. Pustules. Pain in occiput, extends to right ciliary region. Deep seated pain in sides of head.",,,,,,,,,Pain in spermatic cord after embrace.,,,,,,Burning and itching; bleeding of gums. Ulcers and exfoliations in the commissures. Fissures in tongue.,,,,,,,,,"Hay-fever begins with burning and itching of palate and conjunctiva. Annoying itching in the nostrils and roof of the mouth (Wyethia). Coryza; loss of smell (Nat mur). Sneezing, itching of nostrils.",,,,,,,,,Dyspnoea; cough; bluish expectoration. Burning and pain in nipples.,,,"Eczema; itching and crawling, especially of chest, upper extremities. Fissures in fingers and heels.",,,Coldness in stomach. Longing for acids.,,Greenish. Burning at anus. Diarrhoea of nursing children (Cham; Calc phos).,,,,,,,,,Burning. Red sediment (Lyc).,,
