Medicine Name,Symptom,Description
ARALIA RACEMOSA,Relationship,"Compare: Pecten-Scallop (humid asthma. Quick, labored breathing. Constriction of chest, especially right side. Asthma preceded by coryza and burning in throat and chest. Attacks ends with copious expectoration of tough, frothy mucus. Worse at night). Ars iod; Naphthaline; Cepa; Rosa; Sabad; Sinapis."
ARALIA RACEMOSA,Dose,"Tincture, to third potency."
ARAGALLUS LAMBERTI,Mind,"Great depression; worse in morning or evening. Cannot study. Cross, irritable, restless. Bewildered. Mental confusion and apathy. Desires to be alone. Difficulty in concentrating mind, absent-minded. Lack of ambition. Defective expression in writing. Restlessness and aimless wandering. Must concentrate his mind on walking."
ARAGALLUS LAMBERTI,Head,Diplopia. Burning in eyes. Cracking of lower lip.
ARAGALLUS LAMBERTI,Throat,"Aches. Feels dull. Sore with nausea. Pharynx dark, swollen, glazed."
ARAGALLUS LAMBERTI,Respiratory,Weight on chest in region of ensiform cartilage. Constriction as of a wide band. Soreness of chest under sternum. Oppression.
ARAGALLUS LAMBERTI,Extremities,Weakness of limbs. Pain in left sciatic nerve. Cramps of muscles on front of leg while walking.
ARAGALLUS LAMBERTI,Relationship,"Compare: Astragallus and Oxytropis, two varieties of Loco Weed; also Baryta."
ARAGALLUS LAMBERTI,Dose,Sixth and two hundredth potencies.
APOCYNUM CANNABINUM,Mind,Bewildered. Low spirited.
APOCYNUM CANNABINUM,Nose,"Long-continued sneezing. Snuffles of children (Sambucus). Chronic nasal catarrh with tendency to acute stuffiness with dull, sluggish memory. Dull headache. Takes cold easily, nostrils become congested and blocked up easily."
APOCYNUM CANNABINUM,Stomach,"Nausea, with drowsiness. Thirst on walking. Excessive vomiting. Food or water is immediately ejected. Dull, heavy, sick feeling. Oppression in epigastrium and chest, impeding breathing (Lobelia infl). Sensation of sinking in stomach. Abdomen bloated. Ascites."
APOCYNUM CANNABINUM,Stool,"Watery, flatulent, with soreness in anus; worse after eating. Feeling as if sphincter were open and stools ran right out."
APOCYNUM CANNABINUM,Urine,"Bladder much distended. Turbid, hot urine, with thick mucus and burning in urethra, after urinating. Little expulsive power. Dribbling. Strangury. Renal Dropsy."
APOCYNUM CANNABINUM,Female,"Amenorrhoea, with bloating; metrorrhagia with nausea; fainting, vital depression. Haemorrhages at change of life. Blood expelled in large clots."
APOCYNUM CANNABINUM,Respiratory,"Short, dry cough. Respiratory short and unsatisfactory. Sighing. Oppression about epigastrium and chest."
APOCYNUM CANNABINUM,Heart,"Tricuspid regurgitation; rapid and feeble, irregular cardiac action, low arterial tension, pulsating jugulars, general cyanosis and general dropsy."
APOCYNUM CANNABINUM,Sleep,Great restlessness and little sleep.
APOCYNUM CANNABINUM,Modalities,"Worse, cold weather; cold drinks; uncovering."
APOCYNUM CANNABINUM,Relationship,"Cymarin is the active principle of Apocyn, lowers pulse rate and increases blood-pressure. Strophanthus (extreme cardiac depression with intense gastric disturbance; dropsy). Aralia hispida-Wild Elder-a valuable diuretic, useful in dropsy of the cavities, either due to hepatic or renal disease with constipation. Urinary disorders, especially with dropsy. Scudder advises doses of five to thirty drops in sweetened cream of tartar, (Solution). Apis, Arsenic, Digital; Helleb."
APOCYNUM CANNABINUM,Dose,Tincture (ten drops three times daily) and in acute alcoholism 1 dram of decoction in 4 oz water.
AQUILEGIA VULGARIS,Female,"Menses scanty, with dull, painful, nightly increasing pressure in the right lumbar region."
AQUILEGIA VULGARIS,Dose,First potency.
APOMORPHINUM,Head and Stomach,"Vertigo. Dilated pupils. Nausea and vomiting. Violent inclination to vomit. Hot feeling all over body, especially head. Empty retching and headache; heartburn; pain between shoulder-blades. Reflex vomiting-pregnancy. Seasickness."
APOMORPHINUM,Non-homeopathic Uses,"The hypodermic injection of one-sixteenth of a grain will cause full emesis within five to fifteen minutes in an adult without developing any other direct action apparently. Do not use in opium poisoning. Apomorph hypodermically, one-thirtieth grain or less, acts as a safe and sure hypnotic. Acts well even in delirium. Sleep comes on in half an hour."
APOMORPHINUM,Dose,Third to sixth potency.
APOCYNUM ANDROSAEMIFOLIUM,Extremities,"Pain in all joints. Pain in toes and soles. Swelling of hands and feet. Profuse sweat, with much heat in soles. Tingling pain in toes. Cramps in soles. Violent heat in soles (Sulph)."
APOCYNUM ANDROSAEMIFOLIUM,Dose,Tincture and first potency.
ANGUSTURA VERA,Head,"Oversensitive. Headache, with heat of face. Acute pain in cheeks. Drawing in facial muscles. Pain in temporal muscles, when opening the jaws. Pain in articulation of jaw, in masseter muscles, as if fatigued by chewing too much. Cramp-pain on the zygomatic arch."
ANGUSTURA VERA,Stomach,"Bitter taste. Irresistible desire for coffee. Pain from navel into sternum. Atonic dyspepsia. Belching, with cough (Ambra)."
ANGUSTURA VERA,Abdomen,"Diarrhoea and colic. Tenesmus with soft stool; chronic diarrhoea, with debility and loss of flesh. Burning in anus."
ANGUSTURA VERA,Back,"Itching along back. Pain in cervical vertebrae. Drawing in the neck. Pain in spine, at nape of neck and sacrum, worse on pressure. Twitching and jerking along back. Bends backward."
ANGUSTURA VERA,Extremities,Stiffness and tension of muscles and joints. Pain in limbs on walking. Arms tired and heavy. Caries of long bones. Coldness of fingers. Pain in knees. Cracking in joints.
ANGUSTURA VERA,Skin,"Caries, very painful ulcers which affect the bone."
ANGUSTURA VERA,Relationship,"Compare: Nux; Ruta; Mercur; Brucea. -Bark of Nux vomica or angustura falsa (Tetanic spasms with undisturbed consciousness, worse noise, liquids, paralyzed lower extremities, worse least touch, cries for fear of being touched. Painful jerking of legs; cramp-like pain in knees; rigid and lame limbs of paralytics. For pain in the passing of calculus)."
ANGUSTURA VERA,Dose,Sixth potency.
ANEMOPSIS CALIFORNICA,Relationship,Compare Piper meth.
ANEMOPSIS CALIFORNICA,Dose,The tincture internally and locally as a spray.
ANANTHERUM MURICATUM,Head,"Pains pierce brain like pointed arrows; worse in afternoon. Herpes, ulcers, and tumors on scalp. Wartlike growth on eyebrows. Boils and tumors on tip of nose. Tongue fissured, as if cut on edges; copious salivation."
ANANTHERUM MURICATUM,Urine,"Turbid, thick, full of mucus. Constant urging. Bladder cannot hold smallest quantity. Involuntary. Cystitis."
ANANTHERUM MURICATUM,Sexual,"Chancre-like sores. Scirrhus-like swelling of cervix. Breasts swollen, indurated, nipples excoriated."
ANANTHERUM MURICATUM,Skin,"Diseased and deformed nails. Offensive foot-sweat. Abscesses boils, ulcers. Erysipelas. Pruritus, herpes."
ANANTHERUM MURICATUM,Relationship,Compare: Staphisag; Mercur; Thuja.
ANANTHERUM MURICATUM,Dose,Third potency.
ANAGALLIS ARVENSIS,Head,"Great hilarity; headache over supra-orbital ridges, with rumbling in bowels and eructations; better from coffee. Sick headache. Pain in facial muscles."
ANAGALLIS ARVENSIS,Extremities,Rheumatic and gouty pains. Pain in shoulder and arm. Cramp in ball of thumbs and fingers.
ANAGALLIS ARVENSIS,Urine,"More or less irritation in urethra, inclining to coition. Burning pain on urinating, with agglutination of orifice. Urine passes in several streams; must press before it passes."
ANAGALLIS ARVENSIS,Skin,"Itching; dry, bran-like eruption, especially on hands and fingers. Palms especially affected. Vesicles in groups. Ulcers and swellings on joints."
ANAGALLIS ARVENSIS,Relationship,"Anagallis contains Saponin, q. v."
ANAGALLIS ARVENSIS,Dose,First to third potency.
ANACARDIUM ORIENTALE,Mind,"Fixed ideas. Hallucinations; thinks he is possessed of two persons or wills. Anxiety when walking, as if pursued. Profound melancholy and hypochondriasis, with tendency to use violent language. Brain-fag. Impaired memory. Absent mindedness. Very easily offended. Malicious; seems bent on wickedness. Lack of confidence in himself or others. Suspicious (Hyos). Clairaudient, hears voices far away or of the dead. Senile dementia. Absence of all moral restraint."
ANACARDIUM ORIENTALE,Head,"Vertigo. Pressing pain, as from a plug; worse after mental exertion-in forehead; occiput, temples, vertex; better during a meal. Itching and little boils on scalp."
ANACARDIUM ORIENTALE,Eyes,Pressure like a plug on upper orbit. Indistinct vision. Objects appear too far off.
ANACARDIUM ORIENTALE,Ears,Pressing in the ears as from a plug. Hard of hearing.
ANACARDIUM ORIENTALE,Nose,"Frequent sneezing. Sense of smell perverted. Coryza with palpitation, especially in the aged."
ANACARDIUM ORIENTALE,Face,Blue rings around eyes. Face pale.
ANACARDIUM ORIENTALE,Mouth,"Painful vesicles; fetid odor. Tongue feels swollen, impending speech and motion, with saliva in mouth. Burning around lips as from pepper."
ANACARDIUM ORIENTALE,Stomach,"Weak digestion, with fullness and distention. Empty feeling in stomach. Eructation, nausea, vomiting. Eating relieves the Anacardium dyspepsia. Apt to choke when eating or drinking. Swallows food and drinks hastily."
ANACARDIUM ORIENTALE,Abdomen,"Pain as if dull plug were pressed into intestines. Rumbling, pinching, and griping."
ANACARDIUM ORIENTALE,Rectum,"Bowels inactive. Ineffectual desire; rectum seems powerless, as if plugged up; spasmodic constriction of sphincter ani; even soft stool passes with difficulty. Itching at anus; moisture from rectum. Haemorrhage during stool. Painful haemorrhoids."
ANACARDIUM ORIENTALE,Male,Voluptuous itching; increased desire; seminal emissions without dreams. Prostatic discharge during stool.
ANACARDIUM ORIENTALE,Female,"Leucorrhoea, with soreness and itching. Menses scanty."
ANACARDIUM ORIENTALE,Respiratory,"Pressure in chest, as from a dull plug. Oppression of chest, with internal heat and anxiety, driving him into open air. Cough excited by talking, in children, after fit of temper. Cough after eating with vomiting of food and pain in occiput."
ANACARDIUM ORIENTALE,Heart,"Palpitation, with weak memory, with coryza in the aged; stitches in heart region. Rheumatic pericarditis with double stitches."
ANACARDIUM ORIENTALE,Back,"Dull pressure in the shoulders, as from a weight. Stiffness at nape of neck."
ANACARDIUM ORIENTALE,Extremities,Neuralgia in thumb. Paralytic weakness. Knees feel paralyzed or bandaged. Cramps in calves. Pressure as from a plug in the glutei. Warts on palms of hands. Fingers swollen with vesicular eruption.
ANACARDIUM ORIENTALE,Sleep,Spells of sleeplessness lasting for several nights. Anxious dreams.
ANACARDIUM ORIENTALE,Skin,"Intense itching, eczema, with mental irritability; vesicular eruption; swelling, urticaria; eruption like that of Poison-Oak (Xerophyl; Grindel; Croton). Lichen planus; neurotic eczema. Warts on hands. Ulcer formation on forearm."
ANACARDIUM ORIENTALE,Modalities,"Worse, on application of hot water. Better, from eating. When lying on side, from rubbing."
ANACARDIUM ORIENTALE,Relationship,Antidote: Grindeleia; Coffea; Juglans; Rhus; Eucalyptus.
ANACARDIUM ORIENTALE,Dose,Sixth to two hundredth potency.
AMPELOPSIS QUINQUEFOLIA,Dose,Second to third potency.
AMYLENUM NITROSUM,"On inhaling this drug, it rapidly dilates all arterioles an capillaries, producing flushings of face, heat, and throbbing in the head","Superficial arterial hyperaemia. Palpitation of the heart and similar conditions are readily cured by it, especially the flushings and other discomforts at climacteric. Hiccough and yawning. Often relieves temporarily epileptic convulsions. Seasickness."
AMYLENUM NITROSUM,Head,"Anxiety, as if something might happen; must have fresh air. Surging of blood to head and face; sensation as if blood would start through skin, with heat and redness. Flushings, followed by sweat at climacteric. Ears hyperaemic. Throbbing."
AMYLENUM NITROSUM,Throat,Constriction; collar seems too tight.
AMYLENUM NITROSUM,Chest,"Dyspnoea and asthmatic feelings. Great oppression and fullness of chest; spasmodic, suffocative cough. Praecordial anxiety. Tumultuous action of heart. Pain and constriction around heart. Fluttering at slightest excitement."
AMYLENUM NITROSUM,Female,"After-pains; haemorrhage associated with facial flushing. Climacteric headache and flushes of heat, with anxiety and palpitation."
AMYLENUM NITROSUM,Fever,Much flushing of heat; sometimes followed by cold and clammy skin and profuse sweat. Throbbing throughout whole body. Abnormal sweat after influenza.
AMYLENUM NITROSUM,Extremities,Constant stretching for hours. Veins of hands dilated; pulsations felt in tips of fingers.
AMYLENUM NITROSUM,Relationship,Compare: Glonoine; Lachesis.
AMYLENUM NITROSUM,Dose,Third potency.
AMYGDALUS PERSICA,Relationship,"Compare: Amygd amara-Bitter Almond (Pains through tonsils, throat dark, difficult swallowing, vomiting, cough with sore chest)."
AMYGDALUS PERSICA,Dose,Fresh infusion or mother tincture.
AMMONIUM VALERIANICUM,Heart,"Pains in cardiac region. Functional disturbances, tachycardia."
AMMONIUM VALERIANICUM,Dose,Lower triturations.
AMMONIUM PICRICUM,Head,"Periodical neuralgia in right side of occiput; boring extends to ear, orbit, and jaw. Vertigo on rising. Periodic bilious headaches (Sanguin)."
AMMONIUM PICRICUM,Dose,Third trituration.
AMMONIUM MURIATICUM,Mind,"Melancholy, apprehensive; like from internal grief. Desire to cry, but cannot. Consequences of grief."
AMMONIUM MURIATICUM,Head,"Hair falls out, with itchings and dandruff. Feels full, compressed; worse mornings."
AMMONIUM MURIATICUM,Eyes,"Mist before eyes, optical illusions in incipient cataract; capsular cataract."
AMMONIUM MURIATICUM,Nose,"Free acrid, hot watery discharge corroding the lip. Sneezing. Nose sore to touch; ulcerative pain in nostrils. Loss of smell. Obstructed, stuffy feeling; constant and unavailing efforts to blow it out. Itching."
